gene_ids,Malignant,MG/Mp,ILC/gdT,CD4,Oligodendrocytes,Treg,CD8,DC,etc.,Neutrophils
ENSG00000099840,0.040709976,0.0032111453,0.007630762,0.013129836,0.10823971,0.034984604,0.0045606997,0.014887128,0.014492275,0.008969337
ENSG00000065000,0.40088183,0.11880647,0.086597614,0.08866944,0.18055396,0.077354036,0.09108587,0.09832344,0.042258624,0.20503108
ENSG00000104885,0.16410998,0.121095054,0.047181904,0.02424568,0.058538273,0.035214826,0.03183612,0.14417198,0.052827355,0.3418679
ENSG00000267122,0.5282219,0.046576146,0.51376367,0.2514565,0.14111634,0.9442447,0.25047266,0.47499418,0.49976057,0.547191
ENSG00000104886,0.35149914,0.09974163,0.10469165,0.10520169,0.08724028,0.23570073,0.09853745,0.037176825,0.05518859,0.10876164
ENSG00000104897,0.14240448,0.036870565,0.10936913,0.10374384,0.0680432,0.097905256,0.09850165,0.037736278,0.07476188,0.0469078
ENSG00000104899,0.173481,0.0060682814,0.33531192,0.06513576,0.025941044,0.61692894,0.17462538,0.56503284,0.38751522,0.26182678
ENSG00000167476,0.0148085235,0.006046473,0.025922408,0.0026747973,0.0014364925,0.1438715,0.007888081,0.058813818,0.0772464,0.06060793
ENSG00000104904,3.142076,2.9010959,1.9800884,2.669037,1.2044543,3.6663685,2.444601,1.1645106,1.139677,8.773671
ENSG00000273734,0.0058895056,0.0020998283,0.012846404,0.0031110907,0.0025225682,0.01962369,0.003280614,0.116659254,0.015710102,0.024834506
ENSG00000188305,0.0058617718,0.0066297697,0.006583216,0.0020188303,0.0012103311,0.0453506,0.0027553989,0.025835164,0.024619428,0.046090573
ENSG00000220008,0.061745293,0.004622499,0.11746975,0.009480984,0.002729871,0.41226643,0.014839462,0.23928104,0.19705328,0.32631814
ENSG00000130332,1.940777,0.2852877,0.49203467,0.5073667,0.24150078,0.49054158,0.4179118,0.12942995,0.18329155,0.9189254
ENSG00000005206,0.4075424,0.036589853,0.03798416,0.020330641,0.08821746,0.043735936,0.009317594,0.06525666,0.020898428,0.026461447
ENSG00000178297,0.02421949,0.0024132677,0.006561206,0.0025249263,0.0018317638,0.018860893,0.0019899895,0.027191546,0.01476072,0.009967942
ENSG00000099800,1.068365,0.102964155,0.15535796,0.09377648,0.298651,0.11108063,0.08627377,0.04860175,0.015846724,0.30567765
ENSG00000176619,0.07153861,0.02237084,0.013249085,0.01381234,0.024431827,0.052596867,0.0050294385,0.013901169,0.023845049,0.0152016245
ENSG00000099860,2.5252588,5.374437,4.8779573,4.229963,6.828479,3.2019887,2.942753,2.3541255,2.3028526,4.790433
ENSG00000176533,0.7912887,0.43258736,0.05890874,0.004794924,0.6051295,0.0644221,0.0036823144,1.2581381,0.038154054,0.015597776
ENSG00000267214,0.400379,0.013279493,0.8803523,0.10042934,0.037563913,0.6491769,0.11778987,0.6931441,0.40150183,0.89693534
ENSG00000176490,0.09085191,0.0027842163,0.0053380216,0.0015512077,0.011233743,0.031892702,0.002103917,0.018173754,0.018604767,0.011124937
ENSG00000141873,0.29873142,0.07072127,0.012516557,0.018939398,0.102940306,0.08495088,0.0128606595,0.056133687,0.01394041,0.02562462
ENSG00000104969,0.26231918,0.10561743,0.014913326,0.021079337,0.2904938,0.049486607,0.05632717,0.07991951,0.042271603,0.10936364
ENSG00000172009,0.113086864,0.02403578,0.010606503,0.008923065,0.1059899,0.028660938,0.010952943,0.035436764,0.012811997,0.02671242
ENSG00000172006,0.027969908,0.00554542,0.0084040165,0.0075718295,0.020528225,0.025027417,0.006983336,0.019257518,0.029697528,0.0114098955
ENSG00000186300,0.07180928,0.012322881,0.006235895,0.005220635,0.049791608,0.024626927,0.002146436,0.065771356,0.023915356,0.025054095
ENSG00000172000,0.0070062876,0.010382183,0.00943682,0.006511936,0.008809294,0.037331298,0.004745807,0.04934137,0.014122763,0.00979459
ENSG00000171970,0.020496314,0.005672091,0.011913039,0.008397145,0.0062634875,0.109590344,0.009610462,0.1874634,0.046467472,0.02699133
ENSG00000253392,0.21878581,0.0052832104,0.3186139,0.025967436,0.01143345,0.5778002,0.05817555,0.53588235,0.44356397,0.34846595
ENSG00000175691,0.048190653,0.0062075313,0.015864642,0.007302692,0.017554445,0.05855564,0.012215113,0.07986853,0.029122628,0.019944137
ENSG00000104953,0.067698054,0.0011270259,0.059898112,0.0055526304,0.0032977764,0.36058453,0.006753394,0.23540433,0.09777266,0.11348741
ENSG00000065717,0.08369068,0.001130063,0.009671424,0.0019034593,0.008613775,0.08212859,0.0019340231,0.014714134,0.0157954,0.01031921
ENSG00000267469,0.020691011,0.00096489803,0.0054467996,0.006882824,0.0019953863,0.04183635,0.0049897423,0.02484334,0.016845059,0.017352507
ENSG00000104964,1.3581607,0.10952935,0.55659556,0.6403381,0.23337795,0.65269214,0.5473072,0.08094751,0.22265014,0.47225788
ENSG00000088256,0.14481527,0.0044180704,0.0046469565,0.0025254802,0.1750262,0.01956235,0.0019425255,0.029917862,0.012244315,0.007786303
ENSG00000060558,0.012360387,0.2183439,0.022934172,0.3450958,0.0072828406,0.30136105,0.05292802,0.07543726,0.16641249,0.44233224
ENSG00000267551,0.002781229,0.028727459,0.004843576,0.004156908,0.0014890046,0.018247752,0.004414708,0.0380048,0.013969434,0.037240867
ENSG00000125910,0.009084717,0.009771693,0.12340795,0.29667285,0.0011293554,0.24699736,0.15965332,0.010861802,0.054605298,0.27238002
ENSG00000125912,0.059696384,0.018953327,0.045473587,0.020106021,0.069403976,0.0169664,0.041699633,0.030863829,0.027392687,0.030309344
ENSG00000161082,0.08142991,0.0019841767,0.008290943,0.006549154,0.0029708168,0.047804408,0.002953841,0.040268246,0.0401352,0.016408248
ENSG00000141905,1.1870648,0.6132267,0.055860728,0.09488833,1.1819547,0.1030525,0.03916326,0.71044046,0.13062456,0.2475921
ENSG00000095932,0.02725015,0.008212619,0.054778527,0.0034243665,0.0034939998,0.35580605,0.004639531,0.31816232,0.123251624,0.12895471
ENSG00000129932,0.07495846,0.014452472,0.014153371,0.011337404,0.48417476,0.01878605,0.005981882,0.024179129,0.023894317,0.020378383
ENSG00000105325,0.13528427,0.044060808,0.08764354,0.051700134,0.10337633,0.046327565,0.030672874,0.09299011,0.035123568,0.03978824
ENSG00000161091,0.08454532,0.19448803,0.009810271,0.026934464,0.14315654,0.03136764,0.021707313,0.17786893,0.016201613,0.1277038
ENSG00000183397,0.012676793,0.0010741133,0.011309717,0.0037229438,0.0018669992,0.08199758,0.0026911953,0.05765932,0.044072464,0.025126265
ENSG00000267436,0.00479509,0.0033018668,0.007016205,0.002272329,0.0027043263,0.05326769,0.0024494138,0.045147844,0.01886746,0.012144444
ENSG00000267231,0.08998332,0.005182306,0.20144689,0.023005562,0.007815346,0.6356609,0.034015793,0.6094966,0.3111219,0.31016767
ENSG00000064961,0.34678727,0.10302228,0.07846215,0.04982683,0.10407333,0.071854785,0.06279959,0.06837972,0.025575493,0.10306766
ENSG00000179855,0.0031639067,0.0025609613,0.0048726904,0.001876685,0.003169386,0.021504378,0.0019600966,0.015147998,0.014026968,0.011107177
ENSG00000006638,0.45868224,0.059413545,0.44199368,0.22754943,0.1747253,0.78291523,0.19591093,0.6501142,0.44763136,0.44201392
ENSG00000105298,0.052176964,0.006560336,0.014402096,0.021724071,0.023150485,0.033382908,0.013378253,0.014358035,0.014394763,0.019504536
ENSG00000186111,0.13052902,0.06435303,0.04407884,0.022095574,0.03490798,0.037075724,0.031653747,0.0863078,0.06204834,0.06842787
ENSG00000105289,0.0081193205,0.0017692177,0.011864925,0.0042689764,0.0013061672,0.12802297,0.015471311,0.097653255,0.06780884,0.045892563
ENSG00000011132,0.06823962,0.012169955,0.006484448,0.010144236,0.013729859,0.06219825,0.014512182,0.022455249,0.05945992,0.024724534
ENSG00000267205,0.48186272,0.06967511,0.43096727,0.1942118,0.29815403,0.49509323,0.26763135,0.65093434,0.39529338,0.46594527
ENSG00000183617,0.45514208,0.1817188,0.2365028,0.30871585,0.21025617,0.4650955,0.25957876,0.06708815,0.24090585,0.375643
ENSG00000173976,0.41243595,0.10139338,0.4650627,0.28585052,0.3361879,0.5632201,0.33834705,0.6821469,0.73736596,0.45848048
ENSG00000007264,0.004206306,0.044003837,0.83111936,0.082935914,0.0020561107,0.015600172,0.26779276,0.03640494,0.05262204,0.015903562
ENSG00000105278,0.036313176,0.0036050058,0.020205952,0.0028440568,0.003710413,0.08517766,0.0057415543,0.07649786,0.034210812,0.017963404
ENSG00000167654,0.2239955,0.0022496055,0.009985538,0.0026903665,0.0017291461,0.21864182,0.002944169,0.0777199,0.034121744,0.0213692
ENSG00000167657,0.28797892,0.032628212,0.040977653,0.04438058,0.10661723,0.12545581,0.0323017,0.08543838,0.025627315,0.06374458
ENSG00000167658,3.2693703,1.2683287,1.3654028,1.5701339,1.3134608,1.4329664,1.2326684,0.79071814,0.70860183,3.5270476
ENSG00000105229,0.09546511,0.021180628,0.021850375,0.033820495,0.15346916,0.04648299,0.026501995,0.053789075,0.021090318,0.066628985
ENSG00000178951,0.17280842,0.12784152,0.10159555,0.0709638,0.24618857,0.12921858,0.119820766,0.14683944,0.063212335,0.3505244
ENSG00000126934,0.18869525,0.049201474,0.095320694,0.044208672,0.16465946,0.08335411,0.061261456,0.028851237,0.079823956,0.09009843
ENSG00000060566,0.3563395,0.061396528,0.55881566,0.19938725,0.12548819,0.42717835,0.3926339,0.8233526,0.36498934,0.35091454
ENSG00000077463,0.14544395,0.03603038,0.006600316,0.014875478,0.03623423,0.02403209,0.009690187,0.04223451,0.027410302,0.05087001
ENSG00000089847,0.028337477,0.0034207618,0.029651165,0.0030254638,0.0031923184,0.25068808,0.0042122663,0.26256704,0.087010324,0.08094718
ENSG00000105246,0.0037427207,0.31030372,0.009534241,0.0027831004,0.009463587,0.018394396,0.0045046946,0.17020805,0.02121916,0.008309884
ENSG00000105248,0.13098624,0.048802335,0.039942414,0.044515513,0.07345335,0.06731452,0.03675799,0.03347031,0.029181134,0.06762056
ENSG00000105251,0.22159055,0.0008388374,0.009542489,0.0019103315,0.0013223593,0.042829707,0.0019805022,0.017508961,0.01816379,0.011575931
ENSG00000167664,0.004477617,0.05059822,0.6706908,0.049508654,0.0025144122,0.019174794,0.014132332,0.052245982,0.04473648,0.009640611
ENSG00000105255,0.15466084,0.0011469114,0.08423026,0.0056448374,0.056798074,0.021334128,0.0053600175,0.011552585,0.02003558,0.0088271275
ENSG00000178078,0.026621211,0.00097337214,0.027258288,0.0052558864,0.0072570466,0.24327524,0.004316736,0.12003827,0.051389843,0.032728147
ENSG00000008382,0.029648298,0.008711402,0.007375309,0.004288015,0.023053272,0.058090862,0.004041821,0.05825382,0.014352709,0.030915624
ENSG00000269807,0.34800738,0.0050234646,0.21181345,0.06271484,0.019616561,0.60484976,0.11540972,0.5673969,0.45570484,0.41440594
ENSG00000269318,0.37168375,0.024867835,0.38240486,0.14092211,0.0664379,0.46392828,0.15665804,0.6312843,0.5443508,0.28540125
ENSG00000141985,0.20113908,0.14744127,0.049236413,0.06008239,0.06560318,0.040374927,0.026634729,0.090650335,0.03762669,0.15892406
ENSG00000267980,0.042017277,0.0019627116,0.09662362,0.0075676953,0.012376007,0.19294544,0.011703504,0.37227798,0.24821094,0.22552875
ENSG00000167670,0.06633485,0.028417492,0.035304967,0.030808736,0.01939716,0.024957001,0.022551103,0.038781308,0.015918033,0.02383154
ENSG00000267255,0.4260113,0.07336336,0.51596445,0.2855717,0.18696901,0.46550858,0.40173706,0.51695293,0.23509601,0.42739138
ENSG00000167671,0.25171146,0.06505512,0.08128506,0.058964733,0.13145162,0.05498084,0.043191664,0.02664923,0.014027848,0.07415612
ENSG00000267769,0.06692981,0.0024692446,0.15247099,0.011179536,0.004434469,0.4048887,0.015237157,0.46755698,0.1901519,0.24414757
ENSG00000267011,0.057318144,0.032545064,0.13597131,0.01427106,0.025525238,0.31294638,0.011356491,0.29072246,0.07064419,0.091612436
ENSG00000167674,0.3727167,0.06234536,0.056034043,0.07053763,0.14461721,0.080377586,0.039899215,0.037467457,0.032511726,0.055566214
ENSG00000167676,0.42505753,0.045231547,0.60332954,0.443632,0.23386753,0.6274958,0.34518176,0.8193026,0.5666517,0.45498353
ENSG00000214456,0.033096496,0.0040293755,0.018377788,0.0036843726,0.0018480242,0.17614509,0.00678511,0.13493273,0.05518362,0.056846056
ENSG00000267385,0.14927682,0.007829656,0.18702112,0.03477758,0.008816005,0.35777333,0.04984687,0.481295,0.386506,0.3775088
ENSG00000171236,0.010840536,0.009926255,0.01136892,0.005540642,0.0021452403,0.18763982,0.025234668,0.12791589,0.04780868,0.32527673
ENSG00000167680,0.050413713,0.14022496,0.04087922,0.040725935,0.013641601,0.18237704,0.016287073,0.17148104,0.04476353,0.21075673
ENSG00000185361,0.04654575,0.09186306,0.042364597,0.029783087,0.005100221,0.10366312,0.017154511,0.098503396,0.05676969,0.023215996
ENSG00000074842,0.8020012,0.40483937,0.21176971,0.20848058,0.28171432,0.24285877,0.13991928,0.09194006,0.16571398,0.48483688
ENSG00000142002,0.1355914,0.09736588,0.14191727,0.053592518,0.083824776,0.1392454,0.066529825,0.14777687,0.033535827,0.07844626
ENSG00000205790,0.79618627,0.10293066,0.509561,0.23893963,0.10433116,0.36335936,0.19781661,0.7783596,0.43998066,0.4716696
ENSG00000176840,0.35285518,0.031693395,0.3106747,0.14675598,0.11020089,0.72399455,0.26381695,0.85004234,0.48714617,0.24028422
ENSG00000268536,0.15608782,0.0053827097,0.25160623,0.03684293,0.015339539,0.68166816,0.048933785,0.54329836,0.2991978,0.34579185
ENSG00000141965,0.16542554,0.029420808,0.044682674,0.028344832,0.07900516,0.034289762,0.025749845,0.064768754,0.022482716,0.06691459
ENSG00000269604,0.09926369,0.014009361,0.042887673,0.012256627,0.041921396,0.04537902,0.013351425,0.028549476,0.01308163,0.020179918
ENSG00000127666,0.009461301,0.096392766,0.025335448,0.025103297,0.006152581,0.045895264,0.01533184,0.09659585,0.014462573,0.1339842
ENSG00000267484,0.018921746,0.0012967727,0.0047734124,0.0036956181,0.008918083,0.021550763,0.0030349323,0.012043071,0.013855011,0.016849067
ENSG00000105355,0.52415466,0.1347988,0.04686236,0.031992577,0.75557935,0.12052575,0.02541611,0.091500565,0.06882008,0.52074885
ENSG00000205784,0.0036637888,0.031354737,0.017027767,0.0060418104,0.0016603848,0.023326501,0.02986164,0.17926903,0.02500486,0.037006296
ENSG00000276043,0.34805727,0.003400043,0.0062217237,0.0021127665,0.03495325,0.05652662,0.0036244916,0.023236783,0.015356343,0.010861865
ENSG00000127663,0.32097006,0.113995284,0.10144461,0.06695688,0.13646482,0.09088534,0.045987654,0.19968447,0.15117584,0.22755277
ENSG00000105426,0.5823467,0.0028600446,0.006482169,0.0018348299,0.18589117,0.110624894,0.0022878083,0.03510988,0.016908454,0.009972136
ENSG00000267550,0.8073841,0.07112102,0.41034847,0.47034606,0.2336654,0.6896896,0.21164212,0.5778876,0.4042319,0.6174397
ENSG00000223573,0.0053895754,0.0032084978,0.009740107,0.0017233427,0.0064523364,0.02106606,0.003277896,0.046632305,0.024770746,0.018067319
ENSG00000130254,0.5813524,0.4116541,0.30931512,0.456641,0.2881635,0.25782335,0.33435166,0.288425,0.20439228,0.39007765
ENSG00000160633,0.48859528,0.31286597,0.27181765,0.23620486,0.3830398,0.34214604,0.24020669,0.44084722,0.14098603,0.45593184
ENSG00000130255,9.462372,3.9906406,5.2598934,8.86431,1.6082602,5.6264462,6.416675,1.0501502,3.1391811,6.9197893
ENSG00000174917,0.7823913,0.20366786,0.22057737,0.2637983,0.4277256,0.45174974,0.17791729,0.105502106,0.08651492,0.46452233
ENSG00000167733,0.16123988,0.0058323597,0.0060334713,0.005324613,0.03452241,0.02259531,0.0051711407,0.011578622,0.014504521,0.012224673
ENSG00000196365,0.2378073,0.04025332,0.036678642,0.023269273,0.11391046,0.06943008,0.025304344,0.09443858,0.0352686,0.017160095
ENSG00000174898,0.00856722,0.00641242,0.012472028,0.005284484,0.0013808527,0.16150132,0.00400177,0.11532447,0.09397228,0.047686994
ENSG00000212123,0.015551657,0.002058876,0.011579754,0.0029151049,0.015137809,0.03248603,0.0021832567,0.037006196,0.028483663,0.013003539
ENSG00000141994,0.026252156,0.02390969,0.01704671,0.024022773,0.03205606,0.08612223,0.019036409,0.044291444,0.015989516,0.025764937
ENSG00000156413,0.15964493,0.006634664,0.14850143,0.023242777,0.0076784426,0.69851094,0.030304722,0.4006011,0.33263162,0.3879789
ENSG00000267740,0.37900198,0.04776885,0.40589163,0.2802789,0.21153498,0.7725124,0.23168036,0.63531846,0.38227627,0.52797794
ENSG00000174886,1.157742,0.27096215,0.21826902,0.37849984,0.67021894,0.21894337,0.24150458,0.1807645,0.080618896,0.6176862
ENSG00000267314,0.6951063,0.02043424,0.40149507,0.103795305,0.06307357,0.69764656,0.16856775,0.3373353,0.5760101,0.4548644
ENSG00000187650,0.028689776,0.006002888,0.013609974,0.014702175,0.018974729,0.05238963,0.010126264,0.021910697,0.025453229,0.017457334
ENSG00000267571,0.017750816,0.010689361,0.025381349,0.03728429,0.008825844,0.033903513,0.010133554,0.018965375,0.023892034,0.00956301
ENSG00000105519,0.035608307,0.009525872,0.027500844,0.010442319,0.053938042,0.019625373,0.016730884,0.04458326,0.023579864,0.037489627
ENSG00000031823,0.13892804,0.066330984,0.04566086,0.07766617,0.093965515,0.18178172,0.05466428,0.086382896,0.03911825,0.12412934
ENSG00000266983,0.032816615,0.002763836,0.016866142,0.0026632037,0.0018876869,0.20133232,0.0041895527,0.13388547,0.07058126,0.07127844
ENSG00000087903,0.07948259,0.115969226,0.044044208,0.03176772,0.019596748,0.046269823,0.022990203,0.15291174,0.056977123,0.39990652
ENSG00000267262,0.006781606,0.027202887,0.009533177,0.0029350682,0.0027156181,0.062065925,0.0027169574,0.06258482,0.026494615,0.020551195
ENSG00000267299,0.089164704,0.0019794048,0.11027072,0.009447905,0.0036313361,0.6131012,0.012987181,0.3830722,0.30756125,0.24551153
ENSG00000130377,0.5428163,0.07185562,0.514206,0.30839607,0.34003356,0.75030994,0.6727684,0.73807317,0.7044976,0.43351367
ENSG00000130382,0.14695007,0.040996443,0.047537863,0.017693533,0.09076758,0.03333444,0.025229841,0.051656578,0.07168433,0.16472472
ENSG00000267563,0.031023469,0.0044142394,0.031123046,0.0052506984,0.0028053243,0.40071258,0.007540515,0.18100724,0.1066158,0.08476292
ENSG00000167769,0.12531404,0.003705962,0.24901192,0.02303723,0.0078081936,0.62197363,0.030682018,0.6757575,0.29796788,0.37498808
ENSG00000269802,0.3092575,0.012991839,0.28248632,0.10613461,0.03751928,0.62173426,0.26684958,0.39254984,0.19481863,0.4333805
ENSG00000125656,0.4156169,0.052373525,0.113209136,0.34647343,0.14586292,0.2656474,0.2061379,0.05013821,0.06955988,0.15656874
ENSG00000125652,0.64009637,0.33996966,0.16004562,0.28479794,0.45579553,0.27902654,0.17430668,0.1163126,0.12712558,0.5448266
ENSG00000125650,0.014803609,0.0022318778,0.010336068,0.002032711,0.0020853942,0.064631514,0.0047004703,0.04832922,0.039499942,0.025379583
ENSG00000125651,0.44056636,0.13788193,0.16100352,0.17644885,0.17823596,0.19173895,0.12869342,0.101067014,0.124705605,0.165336
ENSG00000088247,0.52061576,0.1510476,0.06713693,0.060341474,0.29493827,0.06634812,0.062106766,0.09656944,0.09103854,0.15688509
ENSG00000181240,0.26453722,0.0061134137,0.34620583,0.1023117,0.03577522,0.5400704,0.13414083,0.45169544,0.3838633,0.36701286
ENSG00000125648,0.17012806,0.0026386536,0.009702574,0.010245141,0.14844273,0.035909295,0.013902258,0.015721107,0.022853596,0.017424505
ENSG00000130545,0.5488661,0.011233002,0.41181025,0.2418475,0.09272754,0.38901904,0.42145225,0.67066747,0.4852222,0.5052891
ENSG00000205744,0.004959387,0.051394556,0.07708147,0.1079185,0.004733693,0.09690443,0.07876941,0.022849472,0.0634544,0.06927057
ENSG00000104833,0.08209187,0.0016273852,0.021800652,0.0071519446,0.4091064,0.1356443,0.014766446,1.1070033,0.04880417,0.06640076
ENSG00000268191,0.0032384174,0.0005842483,0.0050985957,0.0017525826,0.19621824,0.01664562,0.0020615584,0.016443618,0.011808683,0.0136478795
ENSG00000268203,0.0026884826,0.0008718912,0.0050040996,0.0015543258,0.059302572,0.016740307,0.002950384,0.011660286,0.014431456,0.009432771
ENSG00000125657,0.004564849,0.07235366,0.05059389,0.074778624,0.23527746,0.023354756,0.26270732,0.03870538,0.07299376,0.025821399
ENSG00000125726,0.021907955,0.012184126,0.0076704444,0.11642952,0.0017006095,0.65789723,0.1149342,0.03365149,0.07450846,0.014356553
ENSG00000125735,0.024690302,0.07431405,0.4486914,0.42808357,0.003343586,0.17334774,0.28057778,0.061828367,0.13145913,0.31330705
ENSG00000125730,0.043587856,0.39478227,0.7595585,0.0059762355,0.6943173,0.12887384,0.008547521,0.51562834,0.04984325,0.058703233
ENSG00000125734,0.16496679,0.07418467,0.08647908,0.08467172,0.08569088,0.12017741,0.08802143,0.048720203,0.047279377,0.10877916
ENSG00000125733,0.05611321,0.025440777,0.012934096,0.008584097,0.015738647,0.027098114,0.004027669,0.023347158,0.041306447,0.043696534
ENSG00000125731,0.014011122,0.0045762826,0.031657096,0.054248534,0.002718084,0.09896168,0.049508356,0.036868185,0.027599508,0.016256707
ENSG00000141968,0.005544524,0.13399261,0.11170871,0.07972515,0.0060077393,0.09543131,0.10080073,0.22331871,0.07335842,0.45302734
ENSG00000174837,0.006674474,0.00921912,0.010001224,0.004885213,0.0014190563,0.12415321,0.002863651,0.07056105,0.039797056,0.03995815
ENSG00000130544,0.12254102,0.050331675,0.02796425,0.024970824,0.046096884,0.12638666,0.004427668,0.083944775,0.027707087,0.037428893
ENSG00000171105,0.2726553,0.116623044,0.011002836,0.003947182,0.7970171,0.02827684,0.010775231,0.28537336,0.019784564,0.27339214
ENSG00000263264,0.01827396,0.0032588672,0.051958565,0.01597601,0.002106849,0.37083238,0.009411553,0.28409922,0.1419468,0.11790933
ENSG00000268861,0.012588064,0.00088026054,0.026478926,0.0064104637,0.0021003715,0.2107466,0.005567284,0.16301855,0.1251279,0.10832967
ENSG00000267852,0.14381246,0.002825772,0.2426353,0.037904017,0.009891196,0.575454,0.06390169,0.5472219,0.27089176,0.3885985
ENSG00000104880,0.23287344,0.0033828432,0.24572109,0.032896962,0.016897412,0.38329896,0.048099257,0.5324917,0.43906224,0.40157533
ENSG00000104883,0.015869549,0.007168902,0.005136689,0.0025148545,0.044324927,0.019683827,0.0036447132,0.04122416,0.018590774,0.029850928
ENSG00000198723,0.013175235,0.0012898453,0.01075966,0.0018948985,0.014880443,0.09198535,0.004149837,0.046112694,0.04207523,0.0239505
ENSG00000198816,0.19052064,0.021466702,0.018982312,0.002047467,0.16746086,0.021060338,0.0023473077,0.034930587,0.029519241,0.016471751
ENSG00000090674,0.11097171,0.14201759,0.030959193,0.009204664,0.16324808,0.065606855,0.018923918,0.16435698,0.036608905,0.31408674
ENSG00000032444,0.08203594,0.07388515,0.010361238,0.019037394,0.13029781,0.04808392,0.01671458,0.08476024,0.04553574,0.14988704
ENSG00000076826,0.48163918,0.06015637,0.6886245,0.27582735,0.17764536,0.8444648,0.4972881,0.66380394,0.24196632,0.33830205
ENSG00000076924,0.11420573,0.019042406,0.050833467,0.04726,0.09855437,0.039155733,0.06356723,0.057701588,0.05424987,0.08996924
ENSG00000229833,0.4746271,0.1373107,0.208268,0.23725602,0.17604691,0.35463503,0.20237182,0.14198007,0.06107518,0.46632624
ENSG00000174788,0.5867459,0.15144621,0.6500138,0.33793783,0.35722384,0.44749585,0.40925145,1.0034677,0.43201318,0.42656708
ENSG00000268204,0.4617576,0.12530382,0.47882903,0.4017679,0.36247215,0.37849995,0.43889025,0.7629827,0.5931755,0.68067086
ENSG00000076944,0.005447539,0.16504134,0.0950457,0.08669323,0.0051839673,0.10058196,0.086156674,0.058207918,0.0839248,0.9199785
ENSG00000104918,0.022218764,0.0035013594,0.046519395,0.0048800735,0.0018411952,0.35458562,0.1149216,0.18547955,0.12033549,0.40779486
ENSG00000183019,0.013078444,0.0024211677,0.029686611,0.0036757693,0.0016757664,0.16712265,0.31197748,0.13139562,0.07555398,0.56310415
ENSG00000181029,0.012294373,0.004718363,0.0067080823,0.005567382,0.0024220806,0.048511546,0.009223361,0.027050562,0.022937838,0.053280808
ENSG00000104921,0.50690126,0.024938874,0.34555304,0.1854648,0.050514795,0.815613,0.14067951,0.5201599,0.630777,0.44218853
ENSG00000142459,0.12682377,0.003525256,0.006779896,0.008283632,0.17098671,0.020513855,0.0053474507,0.023389319,0.021004211,0.03305297
ENSG00000183248,0.068783514,0.00056262815,0.004521335,0.0029190655,0.0015089436,0.020161064,0.002060303,0.014888259,0.014668531,0.008482898
ENSG00000268120,0.24579579,0.0039351177,0.5421639,0.0592545,0.022395149,0.5410767,0.09873175,0.31268123,0.495078,0.25978032
ENSG00000171017,0.51249707,0.027278239,0.38787058,0.19751701,0.17707622,0.6754857,0.35688686,0.69605726,0.46411496,0.49719843
ENSG00000214248,0.14815742,0.003799295,0.23172215,0.02000416,0.013029412,0.8244259,0.042634964,0.5418269,0.49641696,0.19903407
ENSG00000076984,0.22858192,0.050825078,0.12536418,0.07443099,0.15707292,0.09242289,0.074356176,0.09792332,0.0439911,0.14389294
ENSG00000268149,0.69552827,0.23100959,0.41936293,0.55672693,0.4620567,0.41081187,0.34886307,0.75568146,0.4536207,0.49396223
ENSG00000260001,0.034810297,0.0008255014,0.017787527,0.0052422676,0.0012453664,0.10608535,0.007436303,0.049702838,0.12698282,0.025986835
ENSG00000104976,0.11895134,0.019988948,0.0888078,0.025902422,0.05362345,0.10584411,0.02846058,0.0448365,0.049978454,0.067248926
ENSG00000178531,0.2540691,0.00072489015,0.0049035824,0.0017256646,0.0010248196,0.03865062,0.0019187148,0.016271675,0.013895137,0.011043952
ENSG00000104980,0.3682479,0.037176486,0.041439667,0.036711488,0.070207566,0.045609903,0.03195261,0.03911791,0.03322134,0.048158254
ENSG00000066044,0.36200327,0.073333405,0.06798926,0.06859047,0.1509979,0.12981729,0.07450487,0.07098688,0.04732826,0.07942328
ENSG00000269813,0.028855795,0.0012147214,0.021607418,0.0035366588,0.0076496983,0.23949069,0.006399828,0.14807269,0.06610336,0.049936503
ENSG00000267939,0.020448338,0.0011087368,0.015824286,0.0063409,0.005449229,0.18898545,0.0035033857,0.12549073,0.063034184,0.042491216
ENSG00000142449,0.16229163,0.0023801827,0.21574542,0.008229157,0.0029335057,0.53462905,0.02374932,0.35519797,0.2577433,0.16763675
ENSG00000090661,0.24561149,0.035837922,0.06123117,0.032072786,0.4092493,0.08071104,0.029114813,0.03280276,0.035388984,0.03159382
ENSG00000271717,0.016305242,0.0009878393,0.009086948,0.0020481187,0.0018997621,0.034965154,0.0033853056,0.023410445,0.01877828,0.013651312
ENSG00000167775,0.47880715,0.008712132,0.10190167,0.07829612,0.039260555,0.24978735,0.065407105,0.021779303,0.036747575,0.03214332
ENSG00000167774,0.7137543,0.1015614,0.40125978,0.42025626,0.24622346,0.7675226,0.36944687,0.43846864,0.39951888,0.4105145
ENSG00000267855,0.12784307,0.009282051,0.019879019,0.015625857,0.02911923,0.02307047,0.0042847223,0.013355307,0.022822158,0.023893429
ENSG00000233927,9.167494,6.4665265,9.014179,13.437543,2.7489586,9.662861,9.6121435,2.3350391,4.6319313,14.255054
ENSG00000186994,0.19289589,0.0025504667,0.30100212,0.03976813,0.013360654,0.7201946,0.05453657,0.6915034,0.5705149,0.46384653
ENSG00000167772,0.05705559,0.039928127,0.028917849,0.005435113,0.03388586,0.19254135,0.007368868,0.14727458,0.16885109,0.17979173
